Name,Montesinos fraction
"[K12a229(0,0)]","[(0, 1), (2, 3), (2, 3), (5, 13)]"
"[K12a232(0,0)]","[(0, 1), (2, 3), (2, 5), (7, 5)]"
"[K12a234(0,0)]","[(0, 1), (1, 2), (5, 7), (4, 5)]"
"[K12a235(0,0)]","[(0, 1), (1, 2), (5, 7), (4, 7)]"
"[K12a236(0,0)]","[(0, 1), (1, 2), (5, 7), (1, 5)]"
"[K12a237(0,0)]","[(0, 1), (1, 2), (5, 7), (3, 7)]"
"[K12a238(0,0)]","[(0, 1), (1, 2), (1, 3), (19, 7)]"
"[K12a24(0,0)]","[(0, 1), (1, 2), (3, 5), (4, 11)]"
"[K12a240(0,0)]","[(0, 1), (1, 2), (1, 3), (18, 13)]"
"[K12a242(0,0)]","[(0, 1), (1, 2), (1, 3), (21, 13)]"
"[K12a246(0,0)]","[(0, 1), (1, 2), (1, 3), (8, 21)]"
"[K12a248(0,0)]","[(0, 1), (3, 5), (3, 5), (1, 4)]"
"[K12a249(0,0)]","[(0, 1), (2, 3), (3, 5), (5, 4)]"
"[K12a25(0,0)]","[(0, 1), (1, 2), (3, 5), (13, 5)]"
"[K12a250(0,0)]","[(0, 1), (1, 3), (3, 5), (3, 8)]"
"[K12a252(0,0)]","[(0, 1), (1, 3), (3, 5), (5, 4)]"
"[K12a253(0,0)]","[(0, 1), (1, 3), (3, 5), (7, 4)]"
"[K12a258(0,0)]","[(0, 1), (1, 2), (1, 3), (19, 11)]"
"[K12a26(0,0)]","[(0, 1), (1, 2), (3, 5), (9, 5)]"
"[K12a263(0,0)]","[(0, 1), (2, 3), (2, 5), (5, 8)]"
"[K12a27(0,0)]","[(0, 1), (1, 2), (3, 5), (11, 7)]"
"[K12a270(0,0)]","[(0, 1), (2, 3), (1, 3), (2, 9)]"
"[K12a272(0,0)]","[(0, 1), (2, 3), (3, 5), (2, 7)]"
"[K12a274(0,0)]","[(0, 1), (2, 3), (1, 4), (5, 7)]"
"[K12a275(0,0)]","[(0, 1), (2, 3), (3, 4), (5, 7)]"
"[K12a277(0,0)]","[(0, 1), (2, 3), (3, 4), (2, 7)]"
"[K12a278(0,0)]","[(0, 1), (2, 3), (2, 5), (5, 4)]"
"[K12a279(0,0)]","[(0, 1), (2, 3), (2, 5), (7, 4)]"
"[K12a28(0,0)]","[(0, 1), (1, 2), (3, 5), (12, 5)]"
"[K12a280(0,0)]","[(0, 1), (2, 3), (2, 3), (11, 8)]"
"[K12a281(0,0)]","[(0, 1), (2, 3), (2, 3), (13, 8)]"
"[K12a29(0,0)]","[(0, 1), (1, 2), (2, 3), (2, 3), (3, 5)]"
"[K12a295(0,0)]","[(0, 1), (2, 3), (2, 3), (7, 12)]"
"[K12a297(0,0)]","[(0, 1), (2, 3), (1, 3), (5, 12)]"
"[K12a298(0,0)]","[(0, 1), (2, 3), (1, 3), (7, 12)]"
"[K12a299(0,0)]","[(0, 1), (1, 2), (1, 3), (11, 19)]"
"[K12a3(0,0)]","[(0, 1), (1, 2), (3, 5), (7, 9)]"
"[K12a30(0,0)]","[(0, 1), (1, 2), (1, 3), (2, 3), (3, 5)]"
"[K12a304(0,0)]","[(0, 1), (1, 2), (1, 3), (7, 19)]"
"[K12a305(0,0)]","[(0, 1), (1, 2), (1, 3), (12, 19)]"
"[K12a31(0,0)]","[(0, 1), (1, 2), (3, 5), (4, 9)]"
"[K12a32(0,0)]","[(0, 1), (1, 2), (2, 3), (18, 5)]"
"[K12a327(0,0)]","[(0, 1), (3, 5), (2, 5), (2, 5)]"
"[K12a329(0,0)]","[(0, 1), (1, 2), (1, 3), (16, 9)]"
"[K12a33(0,0)]","[(0, 1), (1, 2), (2, 3), (1, 3), (3, 5)]"
"[K12a332(0,0)]","[(0, 1), (2, 3), (2, 3), (7, 9)]"
"[K12a338(0,0)]","[(0, 1), (2, 3), (2, 5), (5, 7)]"
"[K12a34(0,0)]","[(0, 1), (1, 2), (3, 5), (6, 5)]"
"[K12a345(0,0)]","[(0, 1), (1, 2), (2, 7), (2, 7)]"
"[K12a35(0,0)]","[(0, 1), (1, 2), (3, 5), (10, 7)]"
"[K12a356(0,0)]","[(0, 1), (2, 3), (1, 4), (2, 7)]"
"[K12a357(0,0)]","[(0, 1), (2, 3), (2, 5), (3, 8)]"
"[K12a36(0,0)]","[(0, 1), (1, 2), (1, 3), (1, 3), (3, 5)]"
"[K12a367(0,0)]","[(0, 1), (2, 3), (3, 4), (4, 5)]"
"[K12a368(0,0)]","[(0, 1), (2, 3), (3, 4), (4, 7)]"
"[K12a369(0,0)]","[(0, 1), (2, 3), (1, 4), (1, 5)]"
"[K12a37(0,0)]","[(0, 1), (1, 2), (1, 3), (18, 5)]"
"[K12a370(0,0)]","[(0, 1), (2, 3), (1, 4), (3, 7)]"
"[K12a371(0,0)]","[(0, 1), (2, 3), (3, 4), (1, 5)]"
"[K12a372(0,0)]","[(0, 1), (2, 3), (3, 4), (3, 7)]"
"[K12a373(0,0)]","[(0, 1), (2, 3), (2, 3), (11, 4)]"
"[K12a374(0,0)]","[(0, 1), (2, 3), (1, 3), (13, 8)]"
"[K12a375(0,0)]","[(0, 1), (2, 3), (1, 3), (9, 4)]"
"[K12a376(0,0)]","[(0, 1), (2, 3), (1, 3), (11, 4)]"
"[K12a381(0,0)]","[(0, 1), (2, 5), (2, 5), (3, 4)]"
"[K12a382(0,0)]","[(0, 1), (1, 3), (2, 5), (3, 8)]"
"[K12a383(0,0)]","[(0, 1), (1, 3), (2, 5), (5, 8)]"
"[K12a401(0,0)]","[(0, 1), (2, 3), (2, 3), (3, 11)]"
"[K12a42(0,0)]","[(0, 1), (1, 2), (2, 3), (9, 11)]"
"[K12a420(0,0)]","[(0, 1), (1, 2), (2, 7), (4, 5)]"
"[K12a421(0,0)]","[(0, 1), (1, 2), (2, 7), (4, 7)]"
"[K12a422(0,0)]","[(0, 1), (1, 2), (2, 7), (1, 5)]"
"[K12a423(0,0)]","[(0, 1), (1, 2), (2, 7), (3, 7)]"
"[K12a424(0,0)]","[(0, 1), (1, 2), (1, 3), (16, 7)]"
"[K12a433(0,0)]","[(0, 1), (2, 3), (2, 3), (5, 12)]"
"[K12a436(0,0)]","[(0, 1), (1, 2), (1, 3), (8, 19)]"
"[K12a442(0,0)]","[(0, 1), (2, 3), (1, 4), (4, 5)]"
"[K12a443(0,0)]","[(0, 1), (2, 3), (1, 4), (4, 7)]"
"[K12a444(0,0)]","[(0, 1), (2, 3), (2, 3), (9, 4)]"
"[K12a445(0,0)]","[(0, 1), (2, 3), (1, 3), (11, 8)]"
"[K12a448(0,0)]","[(0, 1), (2, 5), (2, 5), (1, 4)]"
"[K12a453(0,0)]","[(0, 1), (1, 3), (2, 5), (7, 4)]"
"[K12a463(0,0)]","[(0, 1), (1, 2), (1, 3), (11, 9)]"
"[K12a481(0,0)]","[(0, 1), (1, 3), (2, 5), (5, 4)]"
"[K12a503(0,0)]","[(0, 1), (2, 3), (2, 3), (11, 3)]"
"[K12a504(0,0)]","[(0, 1), (2, 3), (1, 3), (12, 5)]"
"[K12a505(0,0)]","[(0, 1), (2, 3), (2, 3), (11, 7)]"
"[K12a507(0,0)]","[(0, 1), (1, 2), (1, 3), (5, 17)]"
"[K12a513(0,0)]","[(0, 1), (1, 3), (3, 5), (7, 5)]"
"[K12a515(0,0)]","[(0, 1), (2, 3), (2, 3), (13, 5)]"
"[K12a516(0,0)]","[(0, 1), (2, 3), (3, 5), (8, 5)]"
"[K12a524(0,0)]","[(0, 1), (2, 3), (1, 3), (12, 7)]"
"[K12a525(0,0)]","[(0, 1), (2, 3), (2, 3), (9, 5)]"
"[K12a529(0,0)]","[(0, 1), (2, 3), (1, 3), (8, 13)]"
"[K12a531(0,0)]","[(0, 1), (1, 3), (3, 4), (5, 7)]"
"[K12a542(0,0)]","[(0, 1), (1, 3), (1, 3), (5, 13)]"
"[K12a544(0,0)]","[(0, 1), (1, 2), (1, 3), (12, 17)]"
"[K12a548(0,0)]","[(0, 1), (1, 3), (1, 4), (5, 7)]"
"[K12a554(0,0)]","[(0, 1), (2, 3), (2, 3), (2, 3), (1, 3)]"
"[K12a557(0,0)]","[(0, 1), (1, 3), (2, 5), (2, 7)]"
"[K12a56(0,0)]","[(0, 1), (1, 2), (2, 3), (2, 11)]"
"[K12a560(0,0)]","[(0, 1), (1, 3), (3, 5), (5, 7)]"
"[K12a561(0,0)]","[(0, 1), (3, 5), (3, 5), (3, 5)]"
"[K12a562(0,0)]","[(0, 1), (2, 3), (1, 3), (8, 11)]"
"[K12a563(0,0)]","[(0, 1), (2, 3), (1, 3), (4, 9)]"
"[K12a564(0,0)]","[(0, 1), (2, 3), (1, 3), (4, 11)]"
"[K12a565(0,0)]","[(0, 1), (2, 3), (3, 5), (4, 7)]"
"[K12a566(0,0)]","[(0, 1), (2, 3), (3, 5), (4, 5)]"
"[K12a568(0,0)]","[(0, 1), (2, 3), (2, 5), (3, 7)]"
"[K12a569(0,0)]","[(0, 1), (2, 3), (2, 3), (5, 9)]"
"[K12a570(0,0)]","[(0, 1), (2, 3), (2, 3), (7, 11)]"
"[K12a574(0,0)]","[(0, 1), (2, 3), (2, 3), (5, 6)]"
"[K12a575(0,0)]","[(0, 1), (2, 3), (2, 3), (7, 10)]"
"[K12a576(0,0)]","[(0, 1), (2, 3), (1, 3), (1, 6)]"
"[K12a577(0,0)]","[(0, 1), (2, 3), (1, 3), (3, 10)]"
"[K12a578(0,0)]","[(0, 1), (2, 3), (1, 3), (7, 10)]"
"[K12a591(0,0)]","[(0, 1), (1, 2), (1, 3), (9, 11)]"
"[K12a594(0,0)]","[(0, 1), (2, 3), (1, 3), (5, 6)]"
"[K12a619(0,0)]","[(0, 1), (2, 3), (2, 5), (1, 5)]"
"[K12a62(0,0)]","[(0, 1), (1, 2), (2, 3), (11, 9)]"
"[K12a636(0,0)]","[(0, 1), (1, 3), (1, 3), (3, 11)]"
"[K12a641(0,0)]","[(0, 1), (1, 3), (1, 4), (2, 7)]"
"[K12a642(0,0)]","[(0, 1), (1, 3), (3, 4), (2, 7)]"
"[K12a648(0,0)]","[(0, 1), (2, 3), (2, 3), (3, 10)]"
"[K12a669(0,0)]","[(0, 1), (1, 2), (1, 3), (2, 11)]"
"[K12a679(0,0)]","[(0, 1), (2, 3), (2, 3), (1, 6)]"
"[K12a681(0,0)]","[(0, 1), (1, 2), (1, 3), (15, 11)]"
"[K12a683(0,0)]","[(0, 1), (1, 3), (1, 3), (5, 12)]"
"[K12a689(0,0)]","[(0, 1), (1, 2), (1, 3), (13, 9)]"
"[K12a692(0,0)]","[(0, 1), (1, 2), (1, 3), (2, 3), (4, 3)]"
"[K12a693(0,0)]","[(0, 1), (1, 2), (1, 3), (2, 5), (1, 3)]"
"[K12a694(0,0)]","[(0, 1), (1, 2), (1, 3), (3, 5), (1, 3)]"
"[K12a719(0,0)]","[(0, 1), (1, 3), (1, 3), (13, 5)]"
"[K12a725(0,0)]","[(0, 1), (2, 3), (1, 3), (10, 3)]"
"[K12a730(0,0)]","[(0, 1), (2, 3), (1, 3), (10, 7)]"
"[K12a735(0,0)]","[(0, 1), (2, 3), (1, 3), (6, 5)]"
"[K12a737(0,0)]","[(0, 1), (1, 3), (1, 3), (13, 8)]"
"[K12a739(0,0)]","[(0, 1), (1, 3), (1, 3), (11, 8)]"
"[K12a742(0,0)]","[(0, 1), (1, 3), (1, 3), (7, 12)]"
"[K12a748(0,0)]","[(0, 1), (1, 3), (2, 5), (4, 7)]"
"[K12a749(0,0)]","[(0, 1), (1, 3), (3, 5), (3, 7)]"
"[K12a750(0,0)]","[(0, 1), (2, 3), (1, 3), (1, 3), (1, 3)]"
"[K12a752(0,0)]","[(0, 1), (1, 3), (2, 5), (4, 5)]"
"[K12a753(0,0)]","[(0, 1), (1, 3), (3, 5), (1, 5)]"
"[K12a757(0,0)]","[(0, 1), (1, 2), (1, 3), (18, 11)]"
"[K12a767(0,0)]","[(0, 1), (1, 3), (1, 3), (9, 7)]"
"[K12a77(0,0)]","[(0, 1), (1, 2), (2, 3), (13, 21)]"
"[K12a772(0,0)]","[(0, 1), (1, 2), (1, 3), (14, 9)]"
"[K12a78(0,0)]","[(0, 1), (1, 2), (2, 3), (5, 17)]"
"[K12a787(0,0)]","[(0, 1), (1, 3), (1, 3), (7, 9)]"
"[K12a789(0,0)]","[(0, 1), (1, 2), (1, 3), (14, 5)]"
"[K12a790(0,0)]","[(0, 1), (1, 2), (1, 3), (18, 7)]"
"[K12a794(0,0)]","[(0, 1), (1, 2), (1, 3), (11, 5)]"
"[K12a795(0,0)]","[(0, 1), (1, 2), (1, 3), (17, 7)]"
"[K12a800(0,0)]","[(0, 1), (1, 2), (1, 3), (13, 3)]"
"[K12a801(0,0)]","[(0, 1), (1, 2), (1, 3), (1, 3), (4, 3)]"
"[K12a81(0,0)]","[(0, 1), (1, 2), (2, 3), (16, 9)]"
"[K12a82(0,0)]","[(0, 1), (1, 2), (2, 3), (12, 17)]"
"[K12a822(0,0)]","[(0, 1), (1, 2), (1, 3), (9, 13)]"
"[K12a823(0,0)]","[(0, 1), (1, 2), (1, 3), (11, 15)]"
"[K12a826(0,0)]","[(0, 1), (1, 2), (1, 3), (4, 13)]"
"[K12a827(0,0)]","[(0, 1), (1, 2), (1, 3), (4, 15)]"
"[K12a83(0,0)]","[(0, 1), (1, 2), (2, 3), (12, 19)]"
"[K12a835(0,0)]","[(0, 1), (1, 2), (1, 3), (6, 7)]"
"[K12a836(0,0)]","[(0, 1), (1, 2), (1, 3), (10, 13)]"
"[K12a837(0,0)]","[(0, 1), (1, 2), (1, 3), (10, 17)]"
"[K12a838(0,0)]","[(0, 1), (1, 2), (1, 3), (1, 7)]"
"[K12a839(0,0)]","[(0, 1), (1, 2), (1, 3), (3, 13)]"
"[K12a84(0,0)]","[(0, 1), (1, 2), (2, 3), (11, 19)]"
"[K12a840(0,0)]","[(0, 1), (1, 2), (1, 3), (7, 17)]"
"[K12a842(0,0)]","[(0, 1), (1, 2), (1, 3), (6, 11)]"
"[K12a843(0,0)]","[(0, 1), (1, 2), (1, 3), (5, 11)]"
"[K12a85(0,0)]","[(0, 1), (1, 2), (2, 3), (9, 13)]"
"[K12a86(0,0)]","[(0, 1), (1, 2), (2, 3), (11, 15)]"
"[K12a87(0,0)]","[(0, 1), (1, 2), (2, 3), (7, 19)]"
"[K12a876(0,0)]","[(0, 1), (1, 2), (4, 5), (4, 5)]"
"[K12a877(0,0)]","[(0, 1), (1, 2), (4, 7), (4, 5)]"
"[K12a878(0,0)]","[(0, 1), (1, 2), (4, 5), (1, 5)]"
"[K12a879(0,0)]","[(0, 1), (1, 2), (3, 7), (4, 5)]"
"[K12a880(0,0)]","[(0, 1), (1, 2), (4, 7), (4, 7)]"
"[K12a881(0,0)]","[(0, 1), (1, 2), (4, 7), (1, 5)]"
"[K12a882(0,0)]","[(0, 1), (1, 2), (4, 7), (3, 7)]"
"[K12a9(0,0)]","[(0, 1), (1, 2), (3, 5), (2, 9)]"
"[K12a937(0,0)]","[(0, 1), (1, 2), (3, 7), (1, 5)]"
"[K12a938(0,0)]","[(0, 1), (1, 2), (3, 7), (3, 7)]"
"[K12a95(0,0)]","[(0, 1), (1, 2), (2, 3), (8, 21)]"
"[K12a96(0,0)]","[(0, 1), (1, 2), (2, 3), (4, 13)]"
"[K12a97(0,0)]","[(0, 1), (1, 2), (2, 3), (4, 15)]"
"[K12a98(0,0)]","[(0, 1), (1, 2), (2, 3), (19, 11)]"
"[K12a99(0,0)]","[(0, 1), (1, 2), (2, 3), (21, 13)]"
"[K12n11(0,0)]","[(0, 1), (1, 2), (-3, 5), (7, 9)]"
"[K12n12(0,0)]","[(0, 1), (1, 2), (3, 5), (-2, 9)]"
"[K12n13(0,0)]","[(0, 1), (1, 2), (3, 5), (-7, 9)]"
"[K12n142(0,0)]","[(0, 1), (2, 3), (-2, 5), (-5, 8)]"
"[K12n143(0,0)]","[(0, 1), (2, 3), (-2, 5), (-3, 8)]"
"[K12n144(0,0)]","[(0, 1), (3, 5), (-3, 5), (3, 4)]"
"[K12n145(0,0)]","[(0, 1), (3, 5), (-3, 5), (1, 4)]"
"[K12n146(0,0)]","[(0, 1), (2, 3), (-2, 5), (-5, 7)]"
"[K12n147(0,0)]","[(0, 1), (3, 5), (3, 5), (-3, 5)]"
"[K12n148(0,0)]","[(0, 1), (2, 3), (-2, 5), (-3, 7)]"
"[K12n150(0,0)]","[(0, 1), (1, 2), (-2, 3), (13, 21)]"
"[K12n151(0,0)]","[(0, 1), (1, 2), (2, 3), (-8, 21)]"
"[K12n152(0,0)]","[(0, 1), (1, 2), (2, 3), (-13, 21)]"
"[K12n154(0,0)]","[(0, 1), (1, 2), (2, 3), (-12, 17)]"
"[K12n155(0,0)]","[(0, 1), (1, 2), (2, 3), (-5, 17)]"
"[K12n159(0,0)]","[(0, 1), (1, 2), (-2, 3), (12, 17)]"
"[K12n160(0,0)]","[(0, 1), (1, 2), (-2, 3), (12, 19)]"
"[K12n161(0,0)]","[(0, 1), (1, 2), (2, 3), (-7, 19)]"
"[K12n162(0,0)]","[(0, 1), (1, 2), (2, 3), (-12, 19)]"
"[K12n163(0,0)]","[(0, 1), (1, 2), (-2, 3), (11, 19)]"
"[K12n164(0,0)]","[(0, 1), (1, 2), (2, 3), (-8, 19)]"
"[K12n165(0,0)]","[(0, 1), (1, 2), (2, 3), (-11, 19)]"
"[K12n166(0,0)]","[(0, 1), (1, 2), (-2, 3), (9, 13)]"
"[K12n167(0,0)]","[(0, 1), (1, 2), (2, 3), (-4, 13)]"
"[K12n168(0,0)]","[(0, 1), (1, 2), (2, 3), (-9, 13)]"
"[K12n169(0,0)]","[(0, 1), (1, 2), (-2, 3), (11, 15)]"
"[K12n170(0,0)]","[(0, 1), (1, 2), (2, 3), (-4, 15)]"
"[K12n171(0,0)]","[(0, 1), (1, 2), (2, 3), (-11, 15)]"
"[K12n172(0,0)]","[(0, 1), (1, 2), (-2, 3), (7, 19)]"
"[K12n198(0,0)]","[(0, 1), (1, 2), (-2, 3), (8, 21)]"
"[K12n218(0,0)]","[(0, 1), (1, 2), (-2, 3), (8, 19)]"
"[K12n219(0,0)]","[(0, 1), (1, 2), (2, 3), (3, 5), (-2, 3)]"
"[K12n220(0,0)]","[(0, 1), (1, 2), (2, 3), (-3, 5), (-1, 3)]"
"[K12n221(0,0)]","[(0, 1), (1, 2), (2, 3), (-3, 5), (-2, 3)]"
"[K12n222(0,0)]","[(0, 1), (1, 2), (2, 3), (3, 5), (-1, 3)]"
"[K12n223(0,0)]","[(0, 1), (1, 2), (2, 3), (-3, 5), (2, 3)]"
"[K12n224(0,0)]","[(0, 1), (1, 2), (2, 3), (-3, 5), (1, 3)]"
"[K12n225(0,0)]","[(0, 1), (1, 2), (2, 3), (-2, 5), (-1, 3)]"
"[K12n229(0,0)]","[(0, 1), (1, 2), (-2, 3), (2, 5), (1, 3)]"
"[K12n234(0,0)]","[(0, 1), (1, 2), (2, 3), (-1, 7)]"
"[K12n236(0,0)]","[(0, 1), (1, 2), (-2, 3), (10, 13)]"
"[K12n237(0,0)]","[(0, 1), (1, 2), (2, 3), (-3, 13)]"
"[K12n238(0,0)]","[(0, 1), (1, 2), (2, 3), (-10, 13)]"
"[K12n239(0,0)]","[(0, 1), (1, 2), (-2, 3), (10, 17)]"
"[K12n240(0,0)]","[(0, 1), (1, 2), (2, 3), (-7, 17)]"
"[K12n241(0,0)]","[(0, 1), (1, 2), (2, 3), (-10, 17)]"
"[K12n244(0,0)]","[(0, 1), (1, 2), (-2, 3), (7, 17)]"
"[K12n249(0,0)]","[(0, 1), (1, 2), (2, 3), (-5, 11)]"
"[K12n25(0,0)]","[(0, 1), (1, 2), (-3, 5), (2, 9)]"
"[K12n250(0,0)]","[(0, 1), (1, 2), (2, 3), (-6, 11)]"
"[K12n261(0,0)]","[(0, 1), (1, 2), (-2, 3), (3, 5), (1, 3)]"
"[K12n271(0,0)]","[(0, 1), (2, 3), (-3, 5), (3, 8)]"
"[K12n272(0,0)]","[(0, 1), (2, 3), (-3, 5), (5, 8)]"
"[K12n273(0,0)]","[(0, 1), (3, 5), (-2, 5), (-1, 4)]"
"[K12n274(0,0)]","[(0, 1), (3, 5), (-2, 5), (-3, 4)]"
"[K12n275(0,0)]","[(0, 1), (2, 3), (-3, 5), (2, 7)]"
"[K12n276(0,0)]","[(0, 1), (3, 5), (-2, 5), (-2, 5)]"
"[K12n277(0,0)]","[(0, 1), (2, 3), (-3, 5), (4, 7)]"
"[K12n278(0,0)]","[(0, 1), (2, 3), (-3, 5), (4, 5)]"
"[K12n286(0,0)]","[(0, 1), (2, 3), (-2, 3), (5, 13)]"
"[K12n288(0,0)]","[(0, 1), (1, 2), (5, 7), (-5, 7)]"
"[K12n289(0,0)]","[(0, 1), (1, 2), (5, 7), (-2, 7)]"
"[K12n293(0,0)]","[(0, 1), (1, 2), (-5, 7), (2, 7)]"
"[K12n294(0,0)]","[(0, 1), (3, 5), (3, 5), (-3, 4)]"
"[K12n295(0,0)]","[(0, 1), (2, 3), (3, 5), (-3, 8)]"
"[K12n296(0,0)]","[(0, 1), (2, 3), (-3, 5), (-3, 8)]"
"[K12n297(0,0)]","[(0, 1), (3, 5), (3, 5), (-1, 4)]"
"[K12n300(0,0)]","[(0, 1), (2, 3), (3, 5), (-5, 8)]"
"[K12n301(0,0)]","[(0, 1), (2, 3), (-3, 5), (-5, 8)]"
"[K12n302(0,0)]","[(0, 1), (2, 3), (2, 3), (-5, 13)]"
"[K12n303(0,0)]","[(0, 1), (1, 2), (-5, 7), (4, 5)]"
"[K12n304(0,0)]","[(0, 1), (1, 2), (5, 7), (-1, 5)]"
"[K12n305(0,0)]","[(0, 1), (1, 2), (5, 7), (-4, 5)]"
"[K12n306(0,0)]","[(0, 1), (1, 2), (-5, 7), (4, 7)]"
"[K12n307(0,0)]","[(0, 1), (1, 2), (5, 7), (-3, 7)]"
"[K12n308(0,0)]","[(0, 1), (1, 2), (5, 7), (-4, 7)]"
"[K12n310(0,0)]","[(0, 1), (1, 2), (-5, 7), (3, 7)]"
"[K12n322(0,0)]","[(0, 1), (2, 3), (-3, 5), (-2, 7)]"
"[K12n332(0,0)]","[(0, 1), (2, 3), (-1, 3), (-2, 9)]"
"[K12n333(0,0)]","[(0, 1), (2, 3), (2, 3), (-7, 9)]"
"[K12n334(0,0)]","[(0, 1), (2, 3), (-2, 3), (7, 9)]"
"[K12n337(0,0)]","[(0, 1), (2, 3), (3, 5), (-2, 7)]"
"[K12n338(0,0)]","[(0, 1), (2, 3), (-1, 4), (-5, 7)]"
"[K12n339(0,0)]","[(0, 1), (2, 3), (3, 4), (-2, 7)]"
"[K12n340(0,0)]","[(0, 1), (2, 3), (-3, 4), (2, 7)]"
"[K12n341(0,0)]","[(0, 1), (2, 3), (-3, 4), (-5, 7)]"
"[K12n342(0,0)]","[(0, 1), (2, 3), (-3, 4), (5, 7)]"
"[K12n343(0,0)]","[(0, 1), (2, 3), (3, 4), (-5, 7)]"
"[K12n347(0,0)]","[(0, 1), (2, 3), (-3, 4), (-2, 7)]"
"[K12n35(0,0)]","[(0, 1), (1, 2), (-3, 5), (8, 11)]"
"[K12n36(0,0)]","[(0, 1), (1, 2), (3, 5), (-3, 11)]"
"[K12n37(0,0)]","[(0, 1), (1, 2), (3, 5), (-8, 11)]"
"[K12n379(0,0)]","[(0, 1), (2, 3), (-2, 3), (7, 12)]"
"[K12n38(0,0)]","[(0, 1), (1, 2), (-3, 5), (8, 13)]"
"[K12n380(0,0)]","[(0, 1), (2, 3), (2, 3), (-7, 12)]"
"[K12n386(0,0)]","[(0, 1), (2, 3), (-1, 3), (-5, 12)]"
"[K12n387(0,0)]","[(0, 1), (2, 3), (-1, 3), (-7, 12)]"
"[K12n388(0,0)]","[(0, 1), (2, 3), (-2, 3), (5, 12)]"
"[K12n389(0,0)]","[(0, 1), (2, 3), (2, 3), (-5, 12)]"
"[K12n39(0,0)]","[(0, 1), (1, 2), (3, 5), (-5, 13)]"
"[K12n40(0,0)]","[(0, 1), (1, 2), (3, 5), (-8, 13)]"
"[K12n404(0,0)]","[(0, 1), (2, 3), (-1, 3), (-4, 11)]"
"[K12n41(0,0)]","[(0, 1), (1, 2), (-3, 5), (3, 11)]"
"[K12n42(0,0)]","[(0, 1), (1, 2), (-3, 5), (7, 11)]"
"[K12n43(0,0)]","[(0, 1), (1, 2), (3, 5), (-4, 11)]"
"[K12n44(0,0)]","[(0, 1), (1, 2), (3, 5), (-7, 11)]"
"[K12n444(0,0)]","[(0, 1), (2, 3), (-2, 3), (3, 11)]"
"[K12n447(0,0)]","[(0, 1), (2, 3), (3, 5), (-4, 7)]"
"[K12n45(0,0)]","[(0, 1), (1, 2), (-3, 5), (5, 13)]"
"[K12n457(0,0)]","[(0, 1), (2, 3), (-1, 4), (-2, 7)]"
"[K12n46(0,0)]","[(0, 1), (1, 2), (-3, 5), (5, 9)]"
"[K12n466(0,0)]","[(0, 1), (2, 3), (-3, 4), (-4, 5)]"
"[K12n467(0,0)]","[(0, 1), (2, 3), (-3, 4), (4, 5)]"
"[K12n468(0,0)]","[(0, 1), (2, 3), (3, 4), (-4, 5)]"
"[K12n469(0,0)]","[(0, 1), (2, 3), (-3, 4), (-4, 7)]"
"[K12n47(0,0)]","[(0, 1), (1, 2), (3, 5), (-4, 9)]"
"[K12n470(0,0)]","[(0, 1), (2, 3), (-3, 4), (4, 7)]"
"[K12n471(0,0)]","[(0, 1), (2, 3), (3, 4), (-4, 7)]"
"[K12n472(0,0)]","[(0, 1), (2, 3), (-1, 4), (-1, 5)]"
"[K12n476(0,0)]","[(0, 1), (2, 3), (3, 4), (-1, 5)]"
"[K12n477(0,0)]","[(0, 1), (2, 3), (-3, 4), (-3, 7)]"
"[K12n478(0,0)]","[(0, 1), (2, 3), (-3, 4), (3, 7)]"
"[K12n479(0,0)]","[(0, 1), (2, 3), (3, 4), (-3, 7)]"
"[K12n48(0,0)]","[(0, 1), (1, 2), (3, 5), (-5, 9)]"
"[K12n497(0,0)]","[(0, 1), (2, 3), (2, 3), (-3, 11)]"
"[K12n500(0,0)]","[(0, 1), (1, 2), (-4, 7), (4, 5)]"
"[K12n501(0,0)]","[(0, 1), (1, 2), (4, 7), (-4, 7)]"
"[K12n503(0,0)]","[(0, 1), (1, 2), (-4, 7), (3, 7)]"
"[K12n522(0,0)]","[(0, 1), (2, 3), (-1, 4), (-4, 5)]"
"[K12n523(0,0)]","[(0, 1), (2, 3), (-1, 4), (-4, 7)]"
"[K12n54(0,0)]","[(0, 1), (1, 2), (-3, 5), (4, 11)]"
"[K12n546(0,0)]","[(0, 1), (2, 3), (2, 3), (-5, 9)]"
"[K12n547(0,0)]","[(0, 1), (2, 3), (2, 3), (-7, 11)]"
"[K12n55(0,0)]","[(0, 1), (1, 2), (2, 3), (2, 3), (-3, 5)]"
"[K12n550(0,0)]","[(0, 1), (2, 3), (-1, 3), (-8, 13)]"
"[K12n553(0,0)]","[(0, 1), (2, 3), (2, 3), (-2, 3), (1, 3)]"
"[K12n554(0,0)]","[(0, 1), (2, 3), (2, 3), (-2, 3), (-1, 3)]"
"[K12n555(0,0)]","[(0, 1), (2, 3), (2, 3), (2, 3), (-1, 3)]"
"[K12n556(0,0)]","[(0, 1), (2, 3), (-2, 3), (2, 3), (1, 3)]"
"[K12n559(0,0)]","[(0, 1), (2, 3), (-3, 5), (-4, 7)]"
"[K12n56(0,0)]","[(0, 1), (1, 2), (2, 3), (-2, 3), (-2, 5)]"
"[K12n561(0,0)]","[(0, 1), (2, 3), (-3, 5), (-4, 5)]"
"[K12n562(0,0)]","[(0, 1), (2, 3), (3, 5), (-4, 5)]"
