Name,Montesinos fraction
"[K14n2469(0,0)]","[(0, 1), (2, 3), (-2, 5), (-5, 17)]"
"[K14n2474(0,0)]","[(0, 1), (2, 3), (-2, 5), (-9, 13)]"
"[K14n2475(0,0)]","[(0, 1), (3, 5), (-5, 7), (-5, 7)]"
"[K14n2476(0,0)]","[(0, 1), (3, 5), (-3, 5), (5, 13)]"
"[K14n2477(0,0)]","[(0, 1), (3, 5), (-3, 5), (5, 9)]"
"[K14n2478(0,0)]","[(0, 1), (3, 5), (-3, 5), (7, 11)]"
"[K14n2479(0,0)]","[(0, 1), (2, 3), (-2, 5), (-5, 11)]"
"[K14n2480(0,0)]","[(0, 1), (2, 3), (-2, 5), (-7, 17)]"
"[K14n2481(0,0)]","[(0, 1), (3, 5), (-3, 5), (3, 11)]"
"[K14n2484(0,0)]","[(0, 1), (2, 3), (-2, 5), (-3, 13)]"
"[K14n2485(0,0)]","[(0, 1), (2, 3), (-2, 5), (-1, 7)]"
"[K14n2506(0,0)]","[(0, 1), (3, 5), (-5, 7), (-3, 7)]"
"[K14n2507(0,0)]","[(0, 1), (3, 5), (-5, 7), (-1, 5)]"
"[K14n2556(0,0)]","[(0, 1), (1, 2), (-2, 3), (25, 41)]"
"[K14n2557(0,0)]","[(0, 1), (1, 2), (2, 3), (-16, 41)]"
"[K14n2558(0,0)]","[(0, 1), (1, 2), (2, 3), (-25, 41)]"
"[K14n2562(0,0)]","[(0, 1), (1, 2), (-2, 3), (9, 29)]"
"[K14n2563(0,0)]","[(0, 1), (1, 2), (2, 3), (-20, 29)]"
"[K14n2564(0,0)]","[(0, 1), (1, 2), (2, 3), (-9, 29)]"
"[K14n2663(0,0)]","[(0, 1), (1, 2), (-2, 3), (29, 37)]"
"[K14n2664(0,0)]","[(0, 1), (1, 2), (2, 3), (-8, 37)]"
"[K14n2665(0,0)]","[(0, 1), (1, 2), (2, 3), (-29, 37)]"
"[K14n2697(0,0)]","[(0, 1), (1, 2), (-2, 3), (29, 41)]"
"[K14n2698(0,0)]","[(0, 1), (1, 2), (2, 3), (-12, 41)]"
"[K14n2699(0,0)]","[(0, 1), (1, 2), (2, 3), (-29, 41)]"
"[K14n2756(0,0)]","[(0, 1), (1, 2), (-2, 3), (20, 29)]"
"[K14n2760(0,0)]","[(0, 1), (1, 2), (-2, 3), (20, 31)]"
"[K14n2761(0,0)]","[(0, 1), (1, 2), (2, 3), (-11, 31)]"
"[K14n2762(0,0)]","[(0, 1), (1, 2), (2, 3), (-20, 31)]"
"[K14n2773(0,0)]","[(0, 1), (1, 2), (-2, 3), (23, 39)]"
"[K14n2774(0,0)]","[(0, 1), (1, 2), (2, 3), (-16, 39)]"
"[K14n2775(0,0)]","[(0, 1), (1, 2), (2, 3), (-23, 39)]"
"[K14n2804(0,0)]","[(0, 1), (1, 2), (-2, 3), (27, 35)]"
"[K14n2805(0,0)]","[(0, 1), (1, 2), (2, 3), (-8, 35)]"
"[K14n2806(0,0)]","[(0, 1), (1, 2), (2, 3), (-27, 35)]"
"[K14n2813(0,0)]","[(0, 1), (1, 2), (-2, 3), (17, 21)]"
"[K14n2814(0,0)]","[(0, 1), (1, 2), (2, 3), (-4, 21)]"
"[K14n2815(0,0)]","[(0, 1), (1, 2), (2, 3), (-17, 21)]"
"[K14n2816(0,0)]","[(0, 1), (1, 2), (-2, 3), (19, 23)]"
"[K14n2817(0,0)]","[(0, 1), (1, 2), (2, 3), (-4, 23)]"
"[K14n2818(0,0)]","[(0, 1), (1, 2), (2, 3), (-19, 23)]"
"[K14n282(0,0)]","[(0, 1), (1, 2), (-3, 5), (2, 13)]"
"[K14n2826(0,0)]","[(0, 1), (1, 2), (-2, 3), (31, 43)]"
"[K14n2827(0,0)]","[(0, 1), (1, 2), (2, 3), (-12, 43)]"
"[K14n2828(0,0)]","[(0, 1), (1, 2), (2, 3), (-31, 43)]"
"[K14n2830(0,0)]","[(0, 1), (1, 2), (-2, 3), (11, 31)]"
"[K14n3157(0,0)]","[(0, 1), (1, 2), (-2, 3), (16, 41)]"
"[K14n3163(0,0)]","[(0, 1), (1, 2), (-2, 3), (12, 41)]"
"[K14n3164(0,0)]","[(0, 1), (1, 2), (-2, 3), (12, 43)]"
"[K14n3609(0,0)]","[(0, 1), (1, 2), (-2, 3), (8, 37)]"
"[K14n3723(0,0)]","[(0, 1), (1, 2), (2, 3), (7, 9), (-2, 3)]"
"[K14n3724(0,0)]","[(0, 1), (1, 2), (2, 3), (-7, 9), (-1, 3)]"
"[K14n3725(0,0)]","[(0, 1), (1, 2), (2, 3), (-7, 9), (-2, 3)]"
"[K14n3726(0,0)]","[(0, 1), (1, 2), (2, 3), (7, 9), (-1, 3)]"
"[K14n3727(0,0)]","[(0, 1), (1, 2), (2, 3), (-7, 9), (2, 3)]"
"[K14n3929(0,0)]","[(0, 1), (1, 2), (-2, 3), (16, 39)]"
"[K14n3984(0,0)]","[(0, 1), (1, 2), (-2, 3), (8, 35)]"
"[K14n4080(0,0)]","[(0, 1), (1, 2), (2, 3), (-7, 9), (1, 3)]"
"[K14n4081(0,0)]","[(0, 1), (1, 2), (2, 3), (-2, 9), (-1, 3)]"
"[K14n4089(0,0)]","[(0, 1), (1, 2), (-2, 3), (2, 9), (1, 3)]"
"[K14n4292(0,0)]","[(0, 1), (1, 2), (-2, 3), (3, 5), (2, 7)]"
"[K14n4293(0,0)]","[(0, 1), (1, 2), (2, 3), (-3, 5), (-5, 7)]"
"[K14n4294(0,0)]","[(0, 1), (1, 2), (2, 3), (-2, 5), (-2, 7)]"
"[K14n4295(0,0)]","[(0, 1), (1, 2), (2, 3), (3, 5), (-5, 7)]"
"[K14n4296(0,0)]","[(0, 1), (1, 2), (2, 3), (-3, 5), (-2, 7)]"
"[K14n4297(0,0)]","[(0, 1), (1, 2), (2, 3), (-3, 5), (2, 7)]"
"[K14n4298(0,0)]","[(0, 1), (1, 2), (2, 3), (3, 5), (-2, 7)]"
"[K14n4331(0,0)]","[(0, 1), (1, 2), (-2, 3), (2, 5), (5, 7)]"
"[K14n4332(0,0)]","[(0, 1), (1, 2), (2, 3), (-3, 5), (5, 7)]"
"[K14n4333(0,0)]","[(0, 1), (1, 2), (2, 3), (-2, 5), (-5, 7)]"
"[K14n4348(0,0)]","[(0, 1), (1, 2), (-2, 3), (2, 3), (7, 9)]"
"[K14n4349(0,0)]","[(0, 1), (1, 2), (2, 3), (-2, 3), (-2, 9)]"
"[K14n4350(0,0)]","[(0, 1), (1, 2), (2, 3), (-1, 3), (-7, 9)]"
"[K14n4351(0,0)]","[(0, 1), (1, 2), (2, 3), (2, 3), (-2, 9)]"
"[K14n4352(0,0)]","[(0, 1), (1, 2), (2, 3), (-2, 3), (-7, 9)]"
"[K14n4353(0,0)]","[(0, 1), (1, 2), (2, 3), (-2, 3), (7, 9)]"
"[K14n4354(0,0)]","[(0, 1), (1, 2), (2, 3), (2, 3), (-7, 9)]"
"[K14n4390(0,0)]","[(0, 1), (1, 2), (-2, 3), (2, 5), (2, 7)]"
"[K14n4438(0,0)]","[(0, 1), (1, 2), (-2, 3), (2, 3), (2, 9)]"
"[K14n4439(0,0)]","[(0, 1), (1, 2), (2, 3), (-1, 3), (-2, 9)]"
"[K14n4440(0,0)]","[(0, 1), (1, 2), (2, 3), (-2, 3), (2, 9)]"
"[K14n446(0,0)]","[(0, 1), (1, 2), (-3, 5), (7, 23)]"
"[K14n447(0,0)]","[(0, 1), (1, 2), (3, 5), (-16, 23)]"
"[K14n448(0,0)]","[(0, 1), (1, 2), (3, 5), (-7, 23)]"
"[K14n4517(0,0)]","[(0, 1), (1, 2), (-2, 3), (1, 3), (2, 9)]"
"[K14n460(0,0)]","[(0, 1), (1, 2), (-3, 5), (19, 31)]"
"[K14n461(0,0)]","[(0, 1), (1, 2), (3, 5), (-12, 31)]"
"[K14n462(0,0)]","[(0, 1), (1, 2), (3, 5), (-19, 31)]"
"[K14n4667(0,0)]","[(0, 1), (3, 5), (-5, 8), (-1, 5)]"
"[K14n4668(0,0)]","[(0, 1), (3, 5), (-5, 8), (-3, 7)]"
"[K14n4669(0,0)]","[(0, 1), (3, 5), (-3, 8), (-1, 5)]"
"[K14n4670(0,0)]","[(0, 1), (3, 5), (-3, 8), (-3, 7)]"
"[K14n4671(0,0)]","[(0, 1), (3, 5), (-3, 4), (-3, 11)]"
"[K14n4672(0,0)]","[(0, 1), (3, 5), (-3, 4), (-7, 11)]"
"[K14n4673(0,0)]","[(0, 1), (3, 5), (-1, 4), (-3, 11)]"
"[K14n4674(0,0)]","[(0, 1), (3, 5), (-1, 4), (-7, 11)]"
"[K14n4675(0,0)]","[(0, 1), (3, 5), (-3, 4), (-5, 13)]"
"[K14n4676(0,0)]","[(0, 1), (3, 5), (-1, 4), (-5, 13)]"
"[K14n4677(0,0)]","[(0, 1), (3, 5), (-3, 4), (-5, 9)]"
"[K14n4678(0,0)]","[(0, 1), (3, 5), (-1, 4), (-5, 9)]"
"[K14n4679(0,0)]","[(0, 1), (3, 5), (-3, 7), (-3, 7)]"
"[K14n4680(0,0)]","[(0, 1), (3, 5), (-3, 7), (-1, 5)]"
"[K14n4681(0,0)]","[(0, 1), (3, 5), (-1, 5), (-1, 5)]"
"[K14n4685(0,0)]","[(0, 1), (1, 2), (-2, 3), (34, 47)]"
"[K14n4686(0,0)]","[(0, 1), (1, 2), (2, 3), (-13, 47)]"
"[K14n4687(0,0)]","[(0, 1), (1, 2), (2, 3), (-34, 47)]"
"[K14n4688(0,0)]","[(0, 1), (1, 2), (-2, 3), (30, 49)]"
"[K14n4689(0,0)]","[(0, 1), (1, 2), (2, 3), (-19, 49)]"
"[K14n4690(0,0)]","[(0, 1), (1, 2), (2, 3), (-30, 49)]"
"[K14n4691(0,0)]","[(0, 1), (1, 2), (-2, 3), (34, 55)]"
"[K14n4692(0,0)]","[(0, 1), (1, 2), (2, 3), (-21, 55)]"
"[K14n4693(0,0)]","[(0, 1), (1, 2), (2, 3), (-34, 55)]"
"[K14n4694(0,0)]","[(0, 1), (1, 2), (-2, 3), (13, 47)]"
"[K14n4695(0,0)]","[(0, 1), (1, 2), (-2, 3), (25, 39)]"
"[K14n4696(0,0)]","[(0, 1), (1, 2), (2, 3), (-14, 39)]"
"[K14n4697(0,0)]","[(0, 1), (1, 2), (2, 3), (-25, 39)]"
"[K14n4698(0,0)]","[(0, 1), (1, 2), (-2, 3), (29, 47)]"
"[K14n4699(0,0)]","[(0, 1), (1, 2), (2, 3), (-18, 47)]"
"[K14n4700(0,0)]","[(0, 1), (1, 2), (2, 3), (-29, 47)]"
"[K14n4701(0,0)]","[(0, 1), (1, 2), (-2, 3), (5, 27)]"
"[K14n4702(0,0)]","[(0, 1), (1, 2), (2, 3), (-22, 27)]"
"[K14n4703(0,0)]","[(0, 1), (1, 2), (2, 3), (-5, 27)]"
"[K14n4713(0,0)]","[(0, 1), (1, 2), (-2, 3), (31, 49)]"
"[K14n4714(0,0)]","[(0, 1), (1, 2), (2, 3), (-18, 49)]"
"[K14n4715(0,0)]","[(0, 1), (1, 2), (2, 3), (-31, 49)]"
"[K14n4716(0,0)]","[(0, 1), (1, 2), (-2, 3), (19, 49)]"
"[K14n4717(0,0)]","[(0, 1), (1, 2), (-2, 3), (21, 55)]"
"[K14n4720(0,0)]","[(0, 1), (1, 2), (-2, 3), (22, 27)]"
"[K14n4721(0,0)]","[(0, 1), (1, 2), (-2, 3), (26, 33)]"
"[K14n4722(0,0)]","[(0, 1), (1, 2), (2, 3), (-7, 33)]"
"[K14n4723(0,0)]","[(0, 1), (1, 2), (2, 3), (-26, 33)]"
"[K14n4725(0,0)]","[(0, 1), (1, 2), (-2, 3), (26, 45)]"
"[K14n4726(0,0)]","[(0, 1), (1, 2), (2, 3), (-19, 45)]"
"[K14n4727(0,0)]","[(0, 1), (1, 2), (2, 3), (-26, 45)]"
"[K14n4732(0,0)]","[(0, 1), (1, 2), (-2, 3), (11, 41)]"
"[K14n4733(0,0)]","[(0, 1), (1, 2), (2, 3), (-30, 41)]"
"[K14n4734(0,0)]","[(0, 1), (1, 2), (2, 3), (-11, 41)]"
"[K14n4735(0,0)]","[(0, 1), (1, 2), (-2, 3), (23, 37)]"
"[K14n4736(0,0)]","[(0, 1), (1, 2), (2, 3), (-14, 37)]"
"[K14n4737(0,0)]","[(0, 1), (1, 2), (2, 3), (-23, 37)]"
"[K14n4738(0,0)]","[(0, 1), (1, 2), (-2, 3), (9, 31)]"
"[K14n4739(0,0)]","[(0, 1), (1, 2), (2, 3), (-22, 31)]"
"[K14n4740(0,0)]","[(0, 1), (1, 2), (2, 3), (-9, 31)]"
"[K14n4741(0,0)]","[(0, 1), (1, 2), (-2, 3), (11, 37)]"
"[K14n4742(0,0)]","[(0, 1), (1, 2), (2, 3), (-26, 37)]"
"[K14n4743(0,0)]","[(0, 1), (1, 2), (2, 3), (-11, 37)]"
"[K14n4745(0,0)]","[(0, 1), (1, 2), (-2, 3), (7, 33)]"
"[K14n4746(0,0)]","[(0, 1), (1, 2), (-2, 3), (19, 45)]"
"[K14n4783(0,0)]","[(0, 1), (1, 2), (-2, 3), (30, 41)]"
"[K14n4805(0,0)]","[(0, 1), (1, 2), (-2, 3), (22, 31)]"
"[K14n4806(0,0)]","[(0, 1), (1, 2), (-2, 3), (26, 37)]"
"[K14n4807(0,0)]","[(0, 1), (1, 2), (-2, 3), (26, 41)]"
"[K14n4808(0,0)]","[(0, 1), (1, 2), (2, 3), (-15, 41)]"
"[K14n4809(0,0)]","[(0, 1), (1, 2), (2, 3), (-26, 41)]"
"[K14n4810(0,0)]","[(0, 1), (1, 2), (-2, 3), (23, 41)]"
"[K14n4811(0,0)]","[(0, 1), (1, 2), (2, 3), (-18, 41)]"
"[K14n4812(0,0)]","[(0, 1), (1, 2), (2, 3), (-23, 41)]"
"[K14n4813(0,0)]","[(0, 1), (1, 2), (-2, 3), (19, 33)]"
"[K14n4814(0,0)]","[(0, 1), (1, 2), (2, 3), (-14, 33)]"
"[K14n4815(0,0)]","[(0, 1), (1, 2), (2, 3), (-19, 33)]"
"[K14n4816(0,0)]","[(0, 1), (1, 2), (-2, 3), (25, 43)]"
"[K14n4817(0,0)]","[(0, 1), (1, 2), (2, 3), (-18, 43)]"
"[K14n4818(0,0)]","[(0, 1), (1, 2), (2, 3), (-25, 43)]"
"[K14n4819(0,0)]","[(0, 1), (1, 2), (-2, 3), (13, 19)]"
"[K14n4820(0,0)]","[(0, 1), (1, 2), (2, 3), (-6, 19)]"
"[K14n4821(0,0)]","[(0, 1), (1, 2), (2, 3), (-13, 19)]"
"[K14n4822(0,0)]","[(0, 1), (1, 2), (-2, 3), (23, 33)]"
"[K14n4823(0,0)]","[(0, 1), (1, 2), (2, 3), (-10, 33)]"
"[K14n4824(0,0)]","[(0, 1), (1, 2), (2, 3), (-23, 33)]"
"[K14n4825(0,0)]","[(0, 1), (1, 2), (-2, 3), (27, 37)]"
"[K14n4826(0,0)]","[(0, 1), (1, 2), (2, 3), (-10, 37)]"
"[K14n4827(0,0)]","[(0, 1), (1, 2), (2, 3), (-27, 37)]"
"[K14n4828(0,0)]","[(0, 1), (1, 2), (-2, 3), (15, 41)]"
"[K14n483(0,0)]","[(0, 1), (1, 2), (-3, 5), (16, 23)]"
"[K14n484(0,0)]","[(0, 1), (1, 2), (-3, 5), (16, 25)]"
"[K14n4844(0,0)]","[(0, 1), (1, 2), (-2, 3), (22, 39)]"
"[K14n4845(0,0)]","[(0, 1), (1, 2), (2, 3), (-17, 39)]"
"[K14n4846(0,0)]","[(0, 1), (1, 2), (2, 3), (-22, 39)]"
"[K14n485(0,0)]","[(0, 1), (1, 2), (3, 5), (-9, 25)]"
"[K14n486(0,0)]","[(0, 1), (1, 2), (3, 5), (-16, 25)]"
"[K14n4870(0,0)]","[(0, 1), (1, 2), (-2, 3), (17, 39)]"
"[K14n4874(0,0)]","[(0, 1), (1, 2), (-2, 3), (22, 35)]"
"[K14n4875(0,0)]","[(0, 1), (1, 2), (2, 3), (-13, 35)]"
"[K14n4876(0,0)]","[(0, 1), (1, 2), (2, 3), (-22, 35)]"
"[K14n4877(0,0)]","[(0, 1), (1, 2), (-2, 3), (17, 31)]"
"[K14n4878(0,0)]","[(0, 1), (1, 2), (2, 3), (-14, 31)]"
"[K14n4879(0,0)]","[(0, 1), (1, 2), (2, 3), (-17, 31)]"
"[K14n4880(0,0)]","[(0, 1), (1, 2), (-2, 3), (17, 23)]"
"[K14n4881(0,0)]","[(0, 1), (1, 2), (2, 3), (-6, 23)]"
"[K14n4882(0,0)]","[(0, 1), (1, 2), (2, 3), (-17, 23)]"
"[K14n4883(0,0)]","[(0, 1), (1, 2), (-2, 3), (13, 35)]"
"[K14n5043(0,0)]","[(0, 1), (1, 2), (-2, 3), (14, 39)]"
"[K14n5044(0,0)]","[(0, 1), (1, 2), (-2, 3), (18, 47)]"
"[K14n5046(0,0)]","[(0, 1), (1, 2), (-2, 3), (10, 33)]"
"[K14n5047(0,0)]","[(0, 1), (1, 2), (-2, 3), (10, 37)]"
"[K14n506(0,0)]","[(0, 1), (1, 2), (-3, 5), (19, 27)]"
"[K14n5066(0,0)]","[(0, 1), (1, 2), (-2, 3), (18, 49)]"
"[K14n507(0,0)]","[(0, 1), (1, 2), (3, 5), (-8, 27)]"
"[K14n5071(0,0)]","[(0, 1), (1, 2), (-2, 3), (7, 9), (1, 3)]"
"[K14n508(0,0)]","[(0, 1), (1, 2), (3, 5), (-19, 27)]"
"[K14n5083(0,0)]","[(0, 1), (1, 2), (-2, 3), (14, 37)]"
"[K14n509(0,0)]","[(0, 1), (1, 2), (-3, 5), (15, 19)]"
"[K14n510(0,0)]","[(0, 1), (1, 2), (3, 5), (-4, 19)]"
"[K14n511(0,0)]","[(0, 1), (1, 2), (3, 5), (-15, 19)]"
"[K14n512(0,0)]","[(0, 1), (1, 2), (-3, 5), (21, 29)]"
"[K14n513(0,0)]","[(0, 1), (1, 2), (3, 5), (-8, 29)]"
"[K14n514(0,0)]","[(0, 1), (1, 2), (3, 5), (-21, 29)]"
"[K14n517(0,0)]","[(0, 1), (1, 2), (-3, 5), (9, 25)]"
"[K14n518(0,0)]","[(0, 1), (1, 2), (-3, 5), (17, 29)]"
"[K14n519(0,0)]","[(0, 1), (1, 2), (3, 5), (-12, 29)]"
"[K14n520(0,0)]","[(0, 1), (1, 2), (3, 5), (-17, 29)]"
"[K14n528(0,0)]","[(0, 1), (1, 2), (-3, 5), (13, 17)]"
"[K14n529(0,0)]","[(0, 1), (1, 2), (3, 5), (-4, 17)]"
"[K14n530(0,0)]","[(0, 1), (1, 2), (3, 5), (-13, 17)]"
"[K14n5315(0,0)]","[(0, 1), (1, 2), (2, 3), (8, 11), (-2, 3)]"
"[K14n5316(0,0)]","[(0, 1), (1, 2), (2, 3), (-8, 11), (-1, 3)]"
"[K14n5317(0,0)]","[(0, 1), (1, 2), (2, 3), (-8, 11), (-2, 3)]"
"[K14n5318(0,0)]","[(0, 1), (1, 2), (2, 3), (8, 11), (-1, 3)]"
"[K14n5319(0,0)]","[(0, 1), (1, 2), (2, 3), (-8, 11), (2, 3)]"
"[K14n5320(0,0)]","[(0, 1), (1, 2), (2, 3), (8, 13), (-2, 3)]"
"[K14n5321(0,0)]","[(0, 1), (1, 2), (2, 3), (-8, 13), (-1, 3)]"
"[K14n5322(0,0)]","[(0, 1), (1, 2), (2, 3), (-8, 13), (-2, 3)]"
"[K14n5323(0,0)]","[(0, 1), (1, 2), (2, 3), (8, 13), (-1, 3)]"
"[K14n5324(0,0)]","[(0, 1), (1, 2), (2, 3), (-8, 13), (2, 3)]"
"[K14n5328(0,0)]","[(0, 1), (1, 2), (-2, 3), (8, 11), (1, 3)]"
"[K14n5329(0,0)]","[(0, 1), (1, 2), (2, 3), (-3, 11), (-1, 3)]"
"[K14n5330(0,0)]","[(0, 1), (1, 2), (2, 3), (-8, 11), (1, 3)]"
"[K14n5331(0,0)]","[(0, 1), (1, 2), (-2, 3), (8, 13), (1, 3)]"
"[K14n5332(0,0)]","[(0, 1), (1, 2), (2, 3), (-5, 13), (-1, 3)]"
"[K14n5333(0,0)]","[(0, 1), (1, 2), (2, 3), (-8, 13), (1, 3)]"
"[K14n5346(0,0)]","[(0, 1), (1, 2), (-2, 3), (18, 41)]"
"[K14n5347(0,0)]","[(0, 1), (1, 2), (-2, 3), (14, 33)]"
"[K14n5348(0,0)]","[(0, 1), (1, 2), (-2, 3), (18, 43)]"
"[K14n5349(0,0)]","[(0, 1), (1, 2), (2, 3), (7, 11), (-2, 3)]"
"[K14n5350(0,0)]","[(0, 1), (1, 2), (2, 3), (-7, 11), (-1, 3)]"
"[K14n5351(0,0)]","[(0, 1), (1, 2), (2, 3), (-7, 11), (-2, 3)]"
"[K14n5352(0,0)]","[(0, 1), (1, 2), (2, 3), (7, 11), (-1, 3)]"
"[K14n5353(0,0)]","[(0, 1), (1, 2), (2, 3), (-7, 11), (2, 3)]"
"[K14n5387(0,0)]","[(0, 1), (1, 2), (2, 3), (5, 9), (-2, 3)]"
"[K14n5388(0,0)]","[(0, 1), (1, 2), (2, 3), (-5, 9), (-1, 3)]"
"[K14n5389(0,0)]","[(0, 1), (1, 2), (2, 3), (-5, 9), (-2, 3)]"
"[K14n5390(0,0)]","[(0, 1), (1, 2), (2, 3), (5, 9), (-1, 3)]"
"[K14n5391(0,0)]","[(0, 1), (1, 2), (2, 3), (-5, 9), (2, 3)]"
"[K14n5491(0,0)]","[(0, 1), (1, 2), (-2, 3), (14, 31)]"
"[K14n5504(0,0)]","[(0, 1), (1, 2), (2, 3), (-7, 11), (1, 3)]"
"[K14n5505(0,0)]","[(0, 1), (1, 2), (2, 3), (-4, 11), (-1, 3)]"
"[K14n5512(0,0)]","[(0, 1), (1, 2), (-2, 3), (4, 11), (1, 3)]"
"[K14n5513(0,0)]","[(0, 1), (1, 2), (-2, 3), (3, 5), (5, 7)]"
"[K14n5516(0,0)]","[(0, 1), (1, 2), (-2, 3), (3, 5), (4, 5)]"
"[K14n5517(0,0)]","[(0, 1), (1, 2), (2, 3), (-3, 5), (-1, 5)]"
"[K14n5518(0,0)]","[(0, 1), (1, 2), (2, 3), (-2, 5), (-4, 5)]"
"[K14n5519(0,0)]","[(0, 1), (1, 2), (2, 3), (3, 5), (-1, 5)]"
"[K14n5520(0,0)]","[(0, 1), (1, 2), (2, 3), (-3, 5), (-4, 5)]"
"[K14n5521(0,0)]","[(0, 1), (1, 2), (2, 3), (-3, 5), (4, 5)]"
"[K14n5522(0,0)]","[(0, 1), (1, 2), (2, 3), (3, 5), (-4, 5)]"
"[K14n5523(0,0)]","[(0, 1), (1, 2), (-2, 3), (3, 5), (4, 7)]"
"[K14n5524(0,0)]","[(0, 1), (1, 2), (2, 3), (-3, 5), (-3, 7)]"
"[K14n5525(0,0)]","[(0, 1), (1, 2), (2, 3), (-2, 5), (-4, 7)]"
"[K14n5526(0,0)]","[(0, 1), (1, 2), (2, 3), (3, 5), (-3, 7)]"
"[K14n5527(0,0)]","[(0, 1), (1, 2), (2, 3), (-3, 5), (-4, 7)]"
"[K14n5528(0,0)]","[(0, 1), (1, 2), (2, 3), (-3, 5), (4, 7)]"
"[K14n5529(0,0)]","[(0, 1), (1, 2), (2, 3), (3, 5), (-4, 7)]"
"[K14n5547(0,0)]","[(0, 1), (1, 2), (-2, 3), (2, 5), (4, 5)]"
"[K14n5548(0,0)]","[(0, 1), (1, 2), (2, 3), (-2, 5), (-1, 5)]"
"[K14n5549(0,0)]","[(0, 1), (1, 2), (2, 3), (-3, 5), (1, 5)]"
"[K14n5550(0,0)]","[(0, 1), (1, 2), (-2, 3), (2, 5), (4, 7)]"
"[K14n5551(0,0)]","[(0, 1), (1, 2), (2, 3), (-2, 5), (-3, 7)]"
"[K14n5552(0,0)]","[(0, 1), (1, 2), (2, 3), (-3, 5), (3, 7)]"
"[K14n5556(0,0)]","[(0, 1), (1, 2), (-2, 3), (2, 3), (8, 11)]"
"[K14n5557(0,0)]","[(0, 1), (1, 2), (2, 3), (-2, 3), (-3, 11)]"
"[K14n5558(0,0)]","[(0, 1), (1, 2), (2, 3), (-1, 3), (-8, 11)]"
"[K14n5559(0,0)]","[(0, 1), (1, 2), (2, 3), (2, 3), (-3, 11)]"
"[K14n5560(0,0)]","[(0, 1), (1, 2), (2, 3), (-2, 3), (-8, 11)]"
"[K14n5561(0,0)]","[(0, 1), (1, 2), (2, 3), (-2, 3), (8, 11)]"
"[K14n5562(0,0)]","[(0, 1), (1, 2), (2, 3), (2, 3), (-8, 11)]"
"[K14n5563(0,0)]","[(0, 1), (1, 2), (-2, 3), (2, 3), (8, 13)]"
"[K14n5564(0,0)]","[(0, 1), (1, 2), (2, 3), (-2, 3), (-5, 13)]"
"[K14n5565(0,0)]","[(0, 1), (1, 2), (2, 3), (-1, 3), (-8, 13)]"
"[K14n5566(0,0)]","[(0, 1), (1, 2), (2, 3), (2, 3), (-5, 13)]"
"[K14n5567(0,0)]","[(0, 1), (1, 2), (2, 3), (-2, 3), (-8, 13)]"
"[K14n5568(0,0)]","[(0, 1), (1, 2), (2, 3), (-2, 3), (8, 13)]"
"[K14n5569(0,0)]","[(0, 1), (1, 2), (2, 3), (2, 3), (-8, 13)]"
"[K14n5570(0,0)]","[(0, 1), (1, 2), (-2, 3), (2, 5), (1, 5)]"
"[K14n5571(0,0)]","[(0, 1), (1, 2), (-2, 3), (2, 3), (3, 11)]"
"[K14n5572(0,0)]","[(0, 1), (1, 2), (2, 3), (-1, 3), (-3, 11)]"
"[K14n5573(0,0)]","[(0, 1), (1, 2), (2, 3), (-2, 3), (3, 11)]"
"[K14n5574(0,0)]","[(0, 1), (1, 2), (-2, 3), (2, 5), (3, 7)]"
"[K14n5575(0,0)]","[(0, 1), (1, 2), (-2, 3), (2, 3), (7, 11)]"
"[K14n5576(0,0)]","[(0, 1), (1, 2), (2, 3), (-2, 3), (-4, 11)]"
"[K14n5577(0,0)]","[(0, 1), (1, 2), (2, 3), (-1, 3), (-7, 11)]"
"[K14n5578(0,0)]","[(0, 1), (1, 2), (2, 3), (2, 3), (-4, 11)]"
"[K14n5579(0,0)]","[(0, 1), (1, 2), (2, 3), (-2, 3), (-7, 11)]"
"[K14n5580(0,0)]","[(0, 1), (1, 2), (2, 3), (-2, 3), (7, 11)]"
"[K14n5581(0,0)]","[(0, 1), (1, 2), (2, 3), (2, 3), (-7, 11)]"
"[K14n5582(0,0)]","[(0, 1), (1, 2), (-2, 3), (2, 3), (5, 13)]"
"[K14n5583(0,0)]","[(0, 1), (1, 2), (2, 3), (-1, 3), (-5, 13)]"
"[K14n5584(0,0)]","[(0, 1), (1, 2), (2, 3), (-2, 3), (5, 13)]"
"[K14n5585(0,0)]","[(0, 1), (1, 2), (-2, 3), (2, 3), (5, 9)]"
"[K14n5586(0,0)]","[(0, 1), (1, 2), (2, 3), (-2, 3), (-4, 9)]"
"[K14n5587(0,0)]","[(0, 1), (1, 2), (2, 3), (-1, 3), (-5, 9)]"
"[K14n5588(0,0)]","[(0, 1), (1, 2), (2, 3), (2, 3), (-4, 9)]"
"[K14n5589(0,0)]","[(0, 1), (1, 2), (2, 3), (-2, 3), (-5, 9)]"
"[K14n5590(0,0)]","[(0, 1), (1, 2), (2, 3), (-2, 3), (5, 9)]"
"[K14n5591(0,0)]","[(0, 1), (1, 2), (2, 3), (2, 3), (-5, 9)]"
"[K14n5621(0,0)]","[(0, 1), (1, 2), (-2, 3), (2, 3), (4, 11)]"
"[K14n5622(0,0)]","[(0, 1), (1, 2), (2, 3), (-1, 3), (-4, 11)]"
"[K14n5623(0,0)]","[(0, 1), (1, 2), (2, 3), (-2, 3), (4, 11)]"
